engine_id,engine_title,production_years,displacement_cc,fuel_system,power_output_hp,torque_output_nm,cylinder_block,compression_ratio,turbocharging,fuel_type,euro_standard,engine_lifespan_km,recommended_oil,manufacturer,year_start
937,Engine Peugeot EP6,2006-2013,1598,injector,,160,aluminum r4,11,no,petrol,euro 4,~200 000,"5w-30, 5w-40",Peugeot,2006
938,Engine Mini N16B16A,2010-2017,1598,distributed injection,,,aluminum r4,11,no,petrol,euro 5,~250 000,5w-30,Mini,2010
939,Engine Peugeot EP6C,2009-2018,1598,injector,,160,aluminum r4,11,no,petrol,euro 5,~200 000,"5w-30, 5w-40",Peugeot,2009
940,Engine Mini N14B16A,2006-2010,1598,direct injection,174,240,aluminum r4,10.5,borgwarner k03,petrol,euro 4,~200 000,5w-30,Mini,2006
941,Engine Peugeot EP6DTS,2007-2018,1598,direct injection,,,aluminum r4,,borgwarner k03,petrol,euro 4,~200 000,5w-30,Peugeot,2007
942,Engine Mini N14B16C,2008-2012,1598,direct injection,211,260,aluminum r4,10,borgwarner k03,petrol,euro 4,~180 000,5w-30,Mini,2008
943,Engine Mini N18B16A,2010-2017,1598,direct injection,184 - 190,240 - 260,aluminum r4,10.5,borgwarner k03,petrol,euro 5,~220 000,5w-30,Mini,2010
944,Engine Mini N18B16C,2012-2017,1598,direct injection,,260,aluminum r4,10,borgwarner k03,petrol,euro 5,~200 000,5w-30,Mini,2012
945,Engine Peugeot EP6CDTX,2010-2015,1598,direct injection,200,275,aluminum r4,10,borgwarner k03,petrol,euro 5,~200 000,5w-30,Peugeot,2010
946,Engine Mini B38A12A,2014-2017,1198,direct injection,,,aluminum r3,11,continental 7633795,petrol,euro 6,~250 000,5w-30,Mini,2014
947,Engine Mini B38A15A,since 2014,1499,direct injection,,,aluminum r3,11,continental 7633795,petrol,euro 6,~270 000,5w-30,Mini,2014
948,Engine Mini B48A20A,since 2014,1998,direct injection,192,280,aluminum r4,11,mhi td04lr6w,petrol,euro 6,~250 000,5w-30,Mini,2014
949,Engine Mini B48A20B,since 2014,1998,direct injection,,,aluminum r4,,mhi td04lr6w,petrol,euro 6,~230 000,5w-30,Mini,2014
950,Engine Mini W17D14,2003-2006,1364,common rail,,,aluminum r4,,,diesel,euro 3,~250 000,5w-30,Mini,2003
951,Engine Toyota 1ND-TV,since 2002,1364,common rail,68 - 90,170 - 205,aluminum r4,16.5 &#8211; 17.9,yes,diesel,euro 3/4/5,~300 000,"0w-30, 5w-30",Toyota,2002
952,Engine Mini W16D16,2007-2011,1560,common rail,109,240,aluminum r4,18,garrett gt1544v,diesel,euro 4,~290 000,5w-30,Mini,2007
953,Engine Mini N47C16A,2010-2017,1598,common rail,,,aluminum r4,16.5,borgwarner bv35,diesel,euro 5,~240 000,5w-30,Mini,2010
954,Engine Mini N47C20A,2010-2017,1995,common rail,,,aluminum r4,16.5,ihi rhv4-t39,diesel,euro 5,~250 000,5w-30,Mini,2010
955,Engine Mini B37C15A,since 2014,1496,common rail,,,aluminum r3,16.5,mahle bv065,diesel,euro 6,~270 000,5w-30,Mini,2014
956,Engine Mini B47C20A,since 2014,1995,common rail,,,aluminum r4,16.5,,diesel,euro 6,~280 000,5w-30,Mini,2014
957,Engine Mitsubishi 3A90,since 2012,999,distributed injection,71,88,aluminum r3,11.5,no,95,euro 5/6,~200 000,5w-30,Mitsubishi,2012
958,Engine Mitsubishi 3A91,2004-2012,1124,distributed injection,75,100,aluminum r3,10.5,no,95,euro 4/5,~220 000,5w-30,Mitsubishi,2004
959,Engine Mitsubishi 3A92,since 2012,1193,distributed injection,78 - 80,106,aluminum r3,10.5 &#8211; 11.0,no,95,euro 5/6,~230 000,5w-30,Mitsubishi,2012
960,Engine Mitsubishi 3B20,2006-2020,659,distributed injection,49 - 52,56 - 59,aluminum r3,10.8 &#8211; 12.0,no,95,euro 4/5,~200 000,5w-30,Mitsubishi,2006
961,Engine Mitsubishi 3B20T,2006-2020,659,distributed injection,64,94 - 100,aluminum r3,8.8 &#8211; 9.0,mhi td02m2,95,euro 4/5,~180 000,5w-30,Mitsubishi,2006
962,Engine Mitsubishi 3B21,2006-2014,999,distributed injection,61 - 71,89 - 92,aluminum r3,11.4,no,95,euro 4/5,~200 000,5w-30,Mitsubishi,2006
963,Engine Mitsubishi 3B21T,2006-2014,999,distributed injection,84 - 102,120 - 147,aluminum r3,10,mhi td025m1,95,euro 4/5,~200 000,5w-30,Mitsubishi,2006
964,Engine Mitsubishi 3G83,1990-2014,657,,,,cast iron r3,,,92,,~180 000,5w-20,Mitsubishi,1990
965,Engine Mitsubishi 4A31,1995-2001,1094,,,,cast iron r4,,no,,,~220 000,5w-30,Mitsubishi,1995
966,Engine Mitsubishi 4A90,since 2004,1332,injector,95,125,aluminum r4,10.5,no,92,euro 4/5,~200 000,5w-30,Mitsubishi,2004
967,Engine Mitsubishi 4A91,since 2004,1499,injector,109,145,aluminum r4,10.5,no,92,euro 4/5,~225 000,5w-30,Mitsubishi,2004
968,Engine Mitsubishi 4A92,since 2010,1590,injector,117,154,aluminum r4,11,no,95,euro 4/5,~250 000,5w-30,Mitsubishi,2010
969,Engine Mitsubishi 4B10,2007-2017,1798,distributed injection,140 - 143,172 - 178,aluminum r4,10.5,no,92,euro 4/5,~350 000,"5w-30, 5w-40",Mitsubishi,2007
970,Engine Hyundai-Kia G4KC,2004-2010,2359,distributed injection,160 - 165,219 - 226,aluminum r4,10.5,no,92,euro 3/4,~350 000,"5w-30, 5w-40",Hyundai-Kia,2004
971,Engine Hyundai-Kia G4KE,2008-2019,2359,distributed injection,170 - 180,220 - 230,aluminum r4,10.5,no,92,euro 4/5,~300 000,"5w-30, 5w-40",Hyundai-Kia,2008
972,Engine Mitsubishi 4B40,since 2017,1499,combined injection,150 - 163,250,aluminum r4,10,yes,92,euro 5/6,~250 000,5w-30,Mitsubishi,2017
973,Engine Mitsubishi 4G19,2002-2012,1343,distributed injection,90,121,cast iron r4,10,no,92,euro 4/5,~300 000,"5w-30, 5w-40",Mitsubishi,2002
974,Engine Nissan YD22DDTi,2001-2007,2184,common rail,,,cast iron r4,,,diesel,euro 3/4,~300 000,5w-30,Nissan,2001
975,Engine Nissan YD22DD / YD22DDT,1998-2006,2184,neo-di direct injection,,,cast iron r4,18,,diesel,euro 3/4,~300 000,5w-30,Nissan,1998
976,Engine Nissan TD42,,4169,vortex chamber,,,cast iron r6,,,diesel,euro 1/2/3,~500 000,10w-30,Nissan,
977,Engine Nissan TD27ETi,1995-2001,2663,vortex chamber,130,280,cast iron r4,22,yes,diesel,euro 2/3,~350 000,10w-30,Nissan,1995
978,Engine Nissan TD27,,2663,vortex chamber,,,cast iron r4,21.8 &#8211; 22.0,,diesel,euro 1/2/3,~400 000,10w-30,Nissan,
979,Engine Nissan TD25,1985-2015,2488,vortex chamber,75 - 80,160 - 170,cast iron r4,22,no,diesel,euro 1/2/3,~450 000,10w-30,Nissan,1985
980,Engine Nissan TD23,1985-1995,2289,vortex chamber,75,150,cast iron r4,22,no,diesel,euro 1/2,~440 000,10w-30,Nissan,1985
981,Engine Nissan RD28ETi,1997-1999,2825,vortex chamber,130 - 135,250 - 285,cast iron r6,21 &#8211; 22,garrett gt17,diesel,euro 2/3,~300 000,5w-30,Nissan,1997
982,Engine Nissan RD28T,1987-1998,2825,vortex chamber,115 - 125,235 - 255,cast iron r6,19 &#8211; 22,one garrett turbine,diesel,euro 1/2,~320 000,10w-40,Nissan,1987
983,Engine Nissan RD28,1987-1999,2825,vortex chamber,95 - 100,175 - 180,cast iron r6,21.2 &#8211; 22.0,no,diesel,euro 1/2,~350 000,10w-40,Nissan,1987
984,Engine Nissan QD32ETi,,3153,vortex chamber,150,340,cast iron r4,22,hitachi ht12,diesel,euro 2,~400 000,10w-30,Nissan,
985,Engine Nissan QD32,,3153,vortex chamber,100 - 110,210 - 220,cast iron r4,22,no,diesel,euro 2,~450 000,10w-30,Nissan,
986,Engine Nissan CD20T,1991-2002,1973,vortex chamber,90,174,cast iron r4,22.2,yes,diesel,euro 1/2,~230 000,10w-30,Nissan,1991
987,Engine Nissan CD20,1990-2000,1973,vortex chamber,75,132,cast iron r4,22.2,no,diesel,euro 1/2,~275 000,10w-30,Nissan,1990
988,Engine Nissan CD17,1981-1998,1680,vortex chamber,55 - 60,104,cast iron r4,21.8 &#8211; 22.2,no,diesel,euro 1/2,~250 000,10w-30,Nissan,1981
989,Engine Opel A12XER,2009-2014,1229,distributed injection,85,115,cast iron r4,10.5,no,95,euro 5,~240 000,5w-30,Opel,2009
990,Engine Opel A14XER,since 2009,1398,distributed injection,100,130,cast iron r4,10.5,no,95,euro 5,~250 000,5w-30,Opel,2009
991,Engine Opel A16LET,2008-2013,1598,distributed injection,180,230,cast iron r4,8.8,borgwarner k03,95,euro 5,~200 000,"5w-30, 5w-40",Opel,2008
992,Engine Opel A16XHT,since 2013,1598,direct injection,170,260 - 280,cast iron r4,9.5,yes,95,euro 5,~275 000,5w-30,Opel,2013
993,Engine Opel A18XER,2008-2015,1796,distributed injection,140,175,cast iron r4,10.5,no,95,euro 5,~320 000,5w-30,Opel,2008
994,Engine Opel A20NHT,2008-2013,1998,direct injection,220,350,aluminum r4,9.2,twin-scroll,95,euro 5,~220 000,5w-30,Opel,2008
995,Engine Opel A24XE,2010-2018,2384,injector,165 - 175,215 - 235,aluminum r4,10.4,no,95,euro 5,~300 000,5w-30,Opel,2010
996,Engine Opel A28NET,2008-2013,2792,distributed injection,260,350,aluminum v6,9.5,mitsubishi td04,95,euro 5,~350 000,5w-30,Opel,2008
997,Engine Opel C14NZ,1989-1996,1389,single injection,60,103,cast iron r4,9.4,no,92,euro 1,~300 000,5w-30,Opel,1989
998,Engine Opel X14XE,1994-2001,1389,distributed injection,90,125,cast iron r4,10.5,no,92,euro 2,~250 000,5w-30,Opel,1994
999,Engine Opel C16NZ,1987-1993,1598,single injection,75,125,cast iron r4,9.2,no,92,euro 1,~320 000,5w-30,Opel,1987
1000,Engine Opel C18NZ,1988-1995,1796,single injection,90,145,cast iron r4,9.2,no,92,euro 1,~330 000,5w-30,Opel,1988
1001,Engine Opel C20NE,1986-1996,1998,distributed injection,115,170,cast iron r4,9.2,no,92,euro 1,~350 000,5w-30,Opel,1986
1002,Engine Opel X20SE,1995-1999,1998,distributed injection,116,175,cast iron r4,10,no,92,euro 2,~400 000,5w-30,Opel,1995
1003,Engine Opel C20XE,1987-1996,1998,distributed injection,150,200,cast iron r4,10.5,no,92,euro 1,~300 000,5w-30,Opel,1987
1004,Engine Opel C20LET,1992-1997,1998,distributed injection,204,280,cast iron r4,9,yes,92,euro 1,~250 000,5w-30,Opel,1992
1005,Engine Opel C24NE,1988-1995,2410,distributed injection,125,195,cast iron r4,9.2,no,92,euro 1,~400 000,5w-30,Opel,1988
1006,Engine Opel C30SE,1989-1993,2969,distributed injection,204,270,cast iron r6,10,no,92,euro 2,~400 000,"5w-30, 5w-40",Opel,1989
1007,Engine Peugeot EB0,2012-2017,999,distributed injection,68,95,aluminum r3,10.5,no,petrol,euro 5,~250 000,0w-30,Peugeot,2012
1008,Engine Peugeot EB2,since 2012,1199,distributed injection,82,118,aluminum r3,11,no,petrol,euro 5/6,~270 000,0w-30,Peugeot,2012
1009,Engine Peugeot EB2M,since 2012,1199,distributed injection,72,110,aluminum r3,10.5,no,petrol,euro 5,~300 000,0w-30,Peugeot,2012
1010,Engine Peugeot EB2DT,since 2014,1199,direct injection,110,205,aluminum r3,10.5,garrett ngt1341lsz,petrol,euro 5/6,~270 000,0w-30,Peugeot,2014
1011,Engine Peugeot EB2DTS,since 2014,1199,direct injection,130,230,aluminum r3,10.5,garrett ngt1341lsz,petrol,euro 6,~250 000,0w-30,Peugeot,2014
1012,Engine Peugeot EB2ADTX,since 2018,1199,direct injection,155,240,aluminum r3,10.5,yes,petrol,euro 6d,~250 000,0w-30,Peugeot,2018
1013,Engine Peugeot EP3C,2009-2015,1397,injector,,136,aluminum r4,11,no,petrol,euro 5,~200 000,"5w-30, 5w-40",Peugeot,2009
1014,Engine Peugeot EP6CB,2010-2018,1598,distributed injection,98,152,aluminum r4,9.6,no,petrol,euro 5/6,~240 000,5w-30,Peugeot,2010
1015,Engine Peugeot EP6DT,2006-2010,1598,direct injection,,240,aluminum r4,10.5,twinscroll,petrol,euro 4,~200 000,"5w-30, 5w-40",Peugeot,2006
1016,Engine Peugeot EP6CDT,since 2009,1598,direct injection,,,aluminum r4,10.5,twinscroll,petrol,euro 5,~200 000,"5w-30, 5w-40",Peugeot,2009
1017,Engine Peugeot EP6CDTM,2011-2017,1598,direct injection,,240,aluminum r4,10.5,borgwarner k03,petrol,euro 5,~200 000,5w-30,Peugeot,2011
1018,Engine Peugeot EP6CDTR,2013-2018,1598,direct injection,270,330,aluminum r4,9.2,twin-scroll,petrol,euro 5,~175 000,5w-30,Peugeot,2013
1019,Engine Peugeot EP6FDT,since 2014,1598,direct injection,,,aluminum r4,10.5,borgwarner k03,petrol,,~240 000,5w-30,Peugeot,2014
1020,Engine Peugeot EP6FDTM,since 2014,1598,direct injection,,240,aluminum r4,10.5,borgwarner k03,petrol,,~240 000,5w-30,Peugeot,2014
1021,Engine Peugeot ES9J4,1996-2000,2946,injector,194,267,aluminum v6,10.5,no,petrol,euro 2/3,~300 000,5w-40,Peugeot,1996
1022,Engine Porsche M02.2Y,2003-2007,3189,distributed injection,250,310,cast iron vr6,11.5,no,petrol,euro 4,~280 000,5w-30,Porsche,2003
1023,Engine Porsche M55.01,2007-2010,3598,direct injection,290,385,cast iron vr6,12.3,no,petrol,euro 5,~270 000,5w-30,Porsche,2007
1024,Engine Porsche M46.20,2009-2013,3605,direct injection,300,400,aluminum v6,12.5,no,petrol,euro 5,~240 000,5w-30,Porsche,2009
1025,Engine Porsche MCX.ZA,2014-2017,3605,direct injection,440,600,aluminum v6,10.5,bi-turbo,petrol,euro 6,~200 000,5w-30,Porsche,2014
1026,Engine Porsche MCT.LA,2014-2018,3605,direct injection,400,550,aluminum v6,10.5,bi-turbo,petrol,euro 6,~200 000,5w-30,Porsche,2014
1027,Engine Porsche M48.00,2002-2007,4511,distributed injection,340,420,aluminum v8,11.5,no,petrol,euro 4,~220 000,5w-40,Porsche,2002
1028,Engine Porsche M48.50,2002-2007,4511,distributed injection,450 - 520,620 - 720,aluminum v8,9.5,ihi rhf5h,petrol,euro 4,~200 000,5w-40,Porsche,2002
1029,Engine Porsche M48.01,2007-2010,4806,direct injection,385 - 405,500,aluminum v8,12.5,no,petrol,euro 4,~250 000,5w-40,Porsche,2007
1030,Engine Porsche M48.51,2007-2010,4806,direct injection,500 - 550,700 - 750,aluminum v8,10.5,mhi td04hl,petrol,euro 4,~200 000,5w-40,Porsche,2007
1031,Engine Porsche M48.70,2009-2013,4806,direct injection,500 - 550,700 - 750,aluminum v8,10.5,mhi td04hl,petrol,euro 4,~200 000,5w-40,Porsche,2009
1032,Engine Porsche M55.02,2010-2017,3598,direct injection,300,400,cast iron vr6,11.7,no,petrol,euro 5/6,~260 000,5w-30,Porsche,2010
1033,Engine Porsche M96.20,1996-1999,2480,distributed injection,204,245,aluminum h6,11,no,petrol,euro 3,~200 000,5w-40,Porsche,1996
1034,Engine Porsche M96.22,1999-2002,2687,distributed injection,220,260,aluminum h6,11,no,petrol,euro 3,~220 000,5w-40,Porsche,1999
1035,Engine Porsche M96.26,2004-2006,3179,distributed injection,280,320,aluminum h6,11,no,petrol,euro 4,~230 000,5w-40,Porsche,2004
1036,Engine Porsche M97.20,2006-2009,2687,distributed injection,245,273,aluminum h6,11.3,no,petrol,euro 4,~250 000,5w-40,Porsche,2006
1037,Engine Porsche M97.21,2005-2009,3387,distributed injection,295,340,aluminum h6,11.1,no,petrol,euro 4,~240 000,5w-40,Porsche,2005
1038,Engine Porsche MDC.AB,since 2017,2894,direct injection,440,550,aluminum v6,10.5,bi-turbo,petrol,euro 6,~220 000,0w-20,Porsche,2017
1039,Engine Porsche MDC.BE,since 2017,2995,direct injection,340,450,aluminum v6,11.2,twinscroll,petrol,euro 6,~240 000,0w-20,Porsche,2017
1040,Engine Porsche M05.9E,2010-2011,2967,common rail,240,550,cast iron v6,16.8,garrett gtb2260vk,diesel,euro 4,~300 000,5w-30,Porsche,2010
1041,Engine Volkswagen CASA,2007-2011,2967,common rail,240,500 - 550,cast iron v6,17,vgt,diesel,euro 4,~350 000,5w-30,Volkswagen,2007
1042,Engine Porsche MCT.BA,2014-2018,2967,common rail,258,580,cast iron v6,16.8,garrett gtb2260vzk,diesel,euro 5/6,~320 000,5w-30,Porsche,2014
1043,Engine Volkswagen CRCA,2011-2018,2967,common rail,245,550,cast iron v6,16.8,gt 2260,diesel,euro 5/6,~350 000,5w-30,Volkswagen,2011
1044,Engine Renault D4F,1992-2003,1149,injector,,,cast iron r4,9.8,no,petrol,,~300 000,"5w-30, 5w-40",Renault,1992
1045,Engine Renault D7F,1996-2014,1149,injector,,,cast iron r4,9.5,no,petrol,euro 2/3/4,~300 000,"5w-30, 5w-40",Renault,1996
1046,Engine Renault E7F,1990-1996,1171,single injection,54 - 60,83 - 88,r4,9.2 &#8211; 9.5,no,petrol,euro 1/2,~200 000,,Renault,1990
1047,Engine Renault E7J,1991-2005,1390,mono-injection,70 - 80,105 - 114,r4,9.2 &#8211; 9.5,no,petrol,euro 1,~200 000,,Renault,1991
1048,Engine Renault F3P,1992-1999,1783 &#8211; 1794,injector,88 - 110,142 - 160,cast iron r4,9.6 &#8211; 10,no,petrol,euro 1/2,~250 000,,Renault,1992
1049,Engine Renault F4P,1998-2005,1783,injector,115 - 120,158 - 170,cast iron r4,9.8,no,petrol,euro 2/3,~350 000,"5w-30, 5w-40",Renault,1998
1050,Engine Renault F7P,1990-1997,1764,injector,135 - 140,157 - 162,cast iron r4,10,no,petrol,euro 1/2,~250 000,,Renault,1990
1051,Engine Renault F2R,1986-1993,1965,carburetor,90 - 102,142 - 152,cast iron r4,8.4,no,petrol,&#8211;,,,Renault,1986
1052,Engine Renault F3R,1986-2001,1998,injector,,,cast iron r4,,no,petrol,,~400 000,"5w-40, 5w-50",Renault,1986
1053,Engine Renault F5R,1999-2003,1998,direct injection,140,200,cast iron r4,10,no,petrol,euro 3,~300 000,"5w-30, 5w-40",Renault,1999
1054,Engine Renault F7R,1994-2001,1998,injector,145 - 150,175 - 185,cast iron r4,9.8,no,petrol,euro 2,~300 000,,Renault,1994
1055,Engine Renault K4J,1999-2013,1390,injector,,,cast iron r4,10,no,petrol,euro 3,~350 000,"5w-30, 5w-40",Renault,1999
1056,Engine Renault K7M,since 1995,1598,injector,,,cast iron r4,,no,petrol,euro 3/4/5,~400 000,"5w-30, 5w-40",Renault,1995
1057,Engine Renault N7Q,1995-2000,1948,injector,136 - 140,176 - 182,aluminum r4,10.5,no,petrol,euro 2,~300 000,5w-40,Renault,1995
1058,Engine Volvo B4204S,1995-1999,1948,injector,140,183,aluminum r4,10.5,no,petrol,euro 2,~330 000,5w-40,Volvo,1995
1059,Engine Renault N7U,1996-2000,2435,injector,165,211,aluminum r5,10.5,no,petrol,euro 2,~350 000,5w-40,Renault,1996
1060,Engine Volvo B5244S,1996-2009,2435,injector,140 - 170,220 - 230,aluminum r5,10.3,no,petrol,euro 2/3,~400 000,5w-30,Volvo,1996
1061,Engine Renault B4A,since 2015,799,distributed injection,54,72,aluminum r3,10.5,no,petrol,euro 5,~250 000,5w-40,Renault,2015
1062,Engine Renault B4D,since 2015,999,distributed injection,,,aluminum r3,,no,petrol,,~300 000,5w-40,Renault,2015
1063,Engine Rover 11K4F,2000-2005,1119,distributed injection,75,95,aluminum r4,9.4,no,petrol,euro 3,~230 000,5w-30,Rover,2000
1064,Engine Rover 14K2F,1994-1999,1396,distributed injection,75,117,aluminum r4,9.5-10.0,no,petrol,euro 2,~240 000,5w-30,Rover,1994
1065,Engine Rover 14K4F,1991-2005,1396,distributed injection,83 - 103,110 - 123,aluminum r4,9.5-10.0,no,petrol,euro 2/3,~250 000,5w-30,Rover,1991
1066,Engine Rover 16K4F,1995-2005,1589,distributed injection,107 - 112,138 - 145,aluminum r4,10.5,no,petrol,euro 3,~280 000,5w-30,Rover,1995
1067,Engine Rover 18K4F,1995-2006,1796,distributed injection,115 - 135,160 - 165,aluminum r4,10.5,no,petrol,euro 3,~300 000,5w-30,Rover,1995
1068,Engine Rover 18K4K,1995-2005,1796,distributed injection,145 - 158,174,aluminum r4,10.5,no,petrol,euro 3,~270 000,5w-30,Rover,1995
1069,Engine Rover 18K4G,2002-2005,1796,distributed injection,150,215,aluminum r4,9.2,garrett gt2052ls,petrol,euro 3,~220 000,5w-30,Rover,2002
1070,Engine Rover 20T4H,1991-1999,1994,distributed injection,136,185 - 190,cast iron r4,10,no,petrol,euro 2,~300 000,5w-30,Rover,1991
1071,Engine Rover 20M4F,1986-1995,1994,distributed injection,133 - 140,178,cast iron r4,10,no,petrol,euro 1/2,~280 000,5w-30,Rover,1986
1072,Engine Rover 20T4G,1991-1999,1994,distributed injection,180 - 200,216 - 237,cast iron r4,8.5,garrett tb2555,petrol,euro 2,~250 000,5w-30,Rover,1991
1073,Engine Rover 46F2F,2003-2005,4601,direct injection,260,410,aluminum v8,9.4,no,petrol,euro 3,~300 000,5w-30,Rover,2003
1074,Engine Rover 20K4N,1998-2004,1997,distributed injection,150,185,aluminum v6,10.5,no,petrol,euro 3,~240 000,5w-30,Rover,1998
1075,Engine Rover 25K4N,1996-2006,2497,distributed injection,150 - 190,220 - 245,aluminum v6,10.5,no,petrol,euro 2/3,~250 000,5w-30,Rover,1996
1076,Engine Rover 20T2R,1995-2000,1994,direct injection,86,170,cast iron r4,19.5,garrett gt1549s,diesel,euro 2,~270 000,5w-40,Rover,1995
1077,Engine Rover 20T2N,1994-2005,1994,direct injection,98 - 113,210 - 260,cast iron r4,19.5,garrett gt1549s,diesel,euro 2,~250 000,5w-40,Rover,1994
1078,Engine Saab B204E,1994-2000,1985,distributed injection,150 - 154,219,cast iron r4,9.2,garrett tb25,petrol,euro 2/3,~300 000,5w-30,Saab,1994
1079,Engine Saab B204i,1994-2000,1985,distributed injection,130,177,cast iron r4,10,no,petrol,euro 2/3,~350 000,5w-40,Saab,1994
1080,Engine Saab B204L,1993-1999,1985,distributed injection,185,"263 (in the version with automatic transmission, the torque is limited to 230 nm)",cast iron r4,9.2,garrett tb25,petrol,euro 2/3,~290 000,5w-30,Saab,1993
1081,Engine Saab B205E,1998-2009,1985,distributed injection,150,240,cast iron r4,8.8,garrett gt1752s,petrol,euro 3/4,~250 000,0w-30,Saab,1998
1082,Engine Saab B234E,1994-1998,2290,distributed injection,170,260,cast iron r4,9.25,garrett tb25,petrol,euro 2,~320 000,5w-30,Saab,1994
1083,Engine Saab B234i,1990-1999,2290,distributed injection,150,210,cast iron r4,10.0 &#8211; 10.5,no,petrol,euro 2/3,~360 000,5w-40,Saab,1990
1084,Engine Saab B234R,1993-1997,2290,distributed injection,200 - 225,294 - 342,cast iron r4,9.25,mhi td04hl,petrol,euro 2,~300 000,5w-30,Saab,1993
1085,Engine Saab B235E,1998-2009,2290,distributed injection,170 - 185,280,cast iron r4,9.3,garrett gt1752s,petrol,euro 3/4,~230 000,0w-30,Saab,1998
1086,Engine Saab B235R,1999-2009,2290,distributed injection,230 - 260,350 - 370,cast iron r4,9.3,mhi td04hl-15t,petrol,euro 3/4,~200 000,0w-30,Saab,1999
1087,Engine Saab B207E,2002-2012,1998,distributed injection,150,240,aluminum r4,9.5,,petrol,euro 4/5,~300 000,5w-30,Saab,2002
1088,Engine Saab B207L,2002-2012,1998,distributed injection,175,265,aluminum r4,9.5,,petrol,euro 4/5,~290 000,5w-30,Saab,2002
1089,Engine Saab B207R,2002-2012,1998,distributed injection,210,300,aluminum r4,9.5,mhi td04-11tk,petrol,euro 4/5,~270 000,5w-30,Saab,2002
1090,Engine Saab B258i,1993-1998,2498,distributed injection,170,227,cast iron v6,10.8,no,petrol,euro 2,~280 000,5w-30,Saab,1993
1091,Engine Opel X25XE,1994-2000,2498,distributed injection,170,230,cast iron v6,10.8,no,92,euro 2,~400 000,5w-30,Opel,1994
1092,Engine Saab B284L,2005-2008,2792,distributed injection,250 - 255,350,aluminum v6,9.5,mhi td04hl,petrol,euro 4,~300 000,5w-30,Saab,2005
1093,Engine Opel Z28NET,2005-2008,2792,distributed injection,250,350,aluminum v6,9.5,yes,92,euro 4,~300 000,5w-30,Opel,2005
1094,Engine Saab B308E,1998-2003,2962,distributed injection,200,310,cast iron v6,9.5,garrett gt1549,petrol,euro 2,~300 000,5w-30,Saab,1998
1095,Engine Opel X30XE,1994-2001,2962,distributed injection,200 - 210,260 - 270,cast iron v6,10.8,no,92,euro 2,~380 000,5w-30,Opel,1994
1096,Engine Saab B308i,1994-1997,2962,distributed injection,211,270,cast iron v6,10.8,no,petrol,euro 2,~300 000,5w-30,Saab,1994
1097,Engine Saab D207E,2004-2010,1910,common rail,120,280,cast iron r4,18,garrett gt1749mv,diesel,euro 4,~350 000,5w-40,Saab,2004
1098,Engine Opel Z19DT,2004-2010,1910,common rail,120,280,cast iron r4,18,garrett gt1749mv,diesel,euro 4,~340 000,5w-40,Opel,2004
1099,Engine Saab D207L,2004-2010,1910,common rail,150,320,cast iron r4,17.5,garrett gt1749mv,diesel,euro 4,~300 000,5w-40,Saab,2004
1100,Engine Opel Z19DTH,2004-2010,1910,common rail,150,320,cast iron r4,17.5,garrett gt1749mv,diesel,euro 4,~300 000,5w-40,Opel,2004
1101,Engine Saab D207R,2007-2011,1910,common rail,160 - 180,360 - 400,cast iron r4,16.5,borgwarner r2s,diesel,euro 4,~250 000,5w-40,Saab,2007
1102,Engine Saab D223L,1998-2005,2171,direct injection,,,cast iron r4,18.5,,diesel,,~320 000,5w-40,Saab,1998
1103,Engine Opel X22DTH,1998-2000,2171,direct injection,115,260,cast iron r4,18.5,yes,diesel,euro 2,~300 000,5w-40,Opel,1998
1104,Engine Opel Y22DTH,2000-2004,2171,direct injection,115 - 120,260 - 280,cast iron r4,18.5,vgt,diesel,euro 3,~320 000,5w-40,Opel,2000
1105,Engine Volkswagen EA111 CFNA/CFNB,2010,1598,injector,,,,10.5,,95-98,euro 5,,0w-40 / 5w-30 / 5w-40,Volkswagen,
1106,Engine Volkswagen EA113 1.8T,1994,1781,injector,150-240/5700,,,9-9.5,,95,up to euro 5,,5w-30 / 0w-40 / 5w-40,Volkswagen,
1107,Engine Volkswagen EA827/EA113 1.8,1983-2002,1781,carburetor/injector,68-139/4000-5800,,,8.5-10,,92-95,—,,5w-30 / 0w-40 / 5w-40,Volkswagen,1983
1108,Engine Volkswagen EA111 1.2 TSI / TFSI,2009,1197,injector,86-105/4500-5000,,,10,,95-98,euro 5,,5w-30 / 5w-40,Volkswagen,
1109,Engine Volkswagen EA113 2.0 TFSI,2004,1984,injector,170-271/4300-6000,,,10.5,,95-98,euro 5,,5w-30 / 5w-40,Volkswagen,
1110,Engine Volkswagen EA111 1.4 TSI TFSI,2005,1390,injector,122-180/5000-6200,,,10,,95-98,euro 5,,5w-30 / 5w-40,Volkswagen,
1111,Engine Volkswagen EA211 1.2 TSI TFSI,2012,1197,injector,,,,10.5,,95-98,,,5w-30 / 5w-40,Volkswagen,
1112,Engine Volkswagen EA211 1.4 TSI TFSI,2012,1395,injector,122-150/5000,,,10-10.5,,95-98,euro 5-6,,5w-30 / 5w-40,Volkswagen,
1113,Engine Volkswagen EA827 1.6,1985,1595,injector,71-109/5200-6300,,,9-12.1,,95,euro 5,,5w-30 / 0w-40 / 5w-40,Volkswagen,
1114,Engine SsangYong G16DF,since 2015,1597,distributed injection,128,160,aluminum r4,10.5,no,petrol,euro 5,~250 000,5w-30,SsangYong,2015
